InteractionID	PeakID.1.	chr.1.	start.1.	end.1.	strand.1.	Total.Reads.1.	PeakID.2.	chr.2.	start.2.	end.2.	strand.2.	Total.Reads.2.	Distance	Interaction.Reads	Expected.Reads	Z.score	LogP	FDR.Benjamini..based.on.3.68e.08.total.tests.	Circos.Thickness
interaction200782	chr15-46900000	chr15	46900000	47000000	+	14377	chr15-13600000	chr15	13600000	13700000	+	12086	33306036	11	3.119795	1.29574	-7.816436	0.739425	2
interaction200790	chr15-47500000	chr15	47500000	47600000	+	11499	chr15-23600000	chr15	23600000	23700000	+	11838	23902805	10	2.624709	1.355655	-7.816322	0.739479	2
interaction200804	chr15-48800000	chr15	48800000	48900000	+	10682	chr15-26200000	chr15	26200000	26300000	+	10182	22593664	9	2.153848	1.426991	-7.816072	0.739613	2
interaction200822	chr15-87800000	chr15	87800000	87900000	+	13004	chr15-26800000	chr15	26800000	26900000	+	12369	60985618	9	2.153818	1.45718	-7.815809	0.739744	2
interaction200880	chr15-85800000	chr15	85800000	85900000	+	8429	chr15-27600000	chr15	27600000	27700000	+	10803	58194944	7	1.300409	1.636825	-7.814927	0.74018	2
interaction200881	chr15-90300000	chr15	90300000	90400000	+	11113	chr15-19200000	chr15	19200000	19300000	+	9540	71096007	7	1.300369	1.669854	-7.814917	0.740184	2
interaction200883	chr14-90600000	chr14	90600000	90700000	+	11491	chr14-36300000	chr14	36300000	36400000	+	10132	54291846	8	1.710991	1.540226	-7.814896	0.740192	2
interaction200888	chr14-13300000	chr14	13300000	13400000	+	13372	chr14-7700000	chr14	7700000	7800000	+	8831	5572558	13	4.172527	1.200343	-7.814805	0.740241	2
interaction200899	chr14-108100000	chr14	108100000	108200000	+	11616	chr14-29200000	chr14	29200000	29300000	+	13509	78900214	8	1.710994	1.591409	-7.81467	0.740301	2
interaction200903	chr15-60500000	chr15	60500000	60600000	+	17798	chr15-57300000	chr15	57300000	57400000	+	10023	3193035	18	7.070606	1.041029	-7.814657	0.740302	2
interaction200904	chr15-20100000	chr15	20100000	20200000	+	10413	chr15-13400000	chr15	13400000	13500000	+	10321	6706106	11	3.120639	1.297987	-7.814615	0.740323	2
interaction200910	chr15-100500000	chr15	100500000	100600000	+	8840	chr15-97800000	chr15	97800000	97900000	+	11486	2707195	15	5.291945	1.167405	-7.81453	0.740365	2
interaction200923	chr15-44200000	chr15	44200000	44300000	+	14793	chr15-27700000	chr15	27700000	27800000	+	10425	16504098	11	3.120764	1.298468	-7.814258	0.740517	2
interaction200939	chr15-85800000	chr15	85800000	85900000	+	8429	chr15-36100000	chr15	36100000	36200000	+	9806	49704713	7	1.300603	1.619289	-7.814051	0.740613	2
interaction200946	chr14-13100000	chr14	13100000	13200000	+	12679	chr14-9100000	chr14	9100000	9200000	+	9088	4000088	14	4.724956	1.17425	-7.813956	0.740656	2
interaction200963	chr15-34400000	chr15	34400000	34500000	+	10456	chr15-27600000	chr15	27600000	27700000	+	10803	6768933	11	3.120983	1.297377	-7.813675	0.740801	2
interaction200978	chr15-95600000	chr15	95600000	95700000	+	10875	chr15-81700000	chr15	81700000	81800000	+	10502	13887939	10	2.625771	1.35174	-7.81342	0.740935	2
interaction200980	chr15-88600000	chr15	88600000	88700000	+	9375	chr15-82600000	chr15	82600000	82700000	+	10919	6001639	11	3.12121	1.301707	-7.813389	0.74095	2
interaction200981	chr14-65300000	chr14	65300000	65400000	+	14653	chr14-56100000	chr14	56100000	56200000	+	11841	9208639	13	4.172709	1.177943	-7.813364	0.740965	2
interaction201000	chr15-90400000	chr15	90400000	90500000	+	10135	chr15-72100000	chr15	72100000	72200000	+	15013	18292735	11	3.121305	1.296286	-7.812914	0.741229	2
interaction201040	chr15-45000000	chr15	45000000	45100000	+	10910	chr15-19700000	chr15	19700000	19800000	+	9983	25294427	9	2.154996	1.434809	-7.812324	0.741522	2
interaction201047	chr15-65900000	chr15	65900000	66000000	+	10460	chr15-7400000	chr15	7400000	7500000	+	11688	58513668	8	1.711681	1.543469	-7.812217	0.741572	2
interaction201050	chr15-100500000	chr15	100500000	100600000	+	8840	chr15-98600000	chr15	98600000	98700000	+	9614	1920122	16	5.874163	1.169067	-7.812176	0.741592	2
interaction201061	chr14-66000000	chr14	66000000	66100000	+	10251	chr14-32900000	chr14	32900000	33000000	+	11391	33073306	9	2.155072	1.427798	-7.812021	0.741669	2
interaction201072	chr15-90700000	chr15	90700000	90800000	+	10889	chr15-12900000	chr15	12900000	13000000	+	14022	77803995	8	1.711755	1.589317	-7.81187	0.741737	2
interaction201085	chr15-101900000	chr15	101900000	102000000	+	9562	chr15-76200000	chr15	76200000	76300000	+	6291	25697865	7	1.301264	1.606304	-7.811619	0.741876	2
interaction201086	chr15-98400000	chr15	98400000	98500000	+	11097	chr15-85000000	chr15	85000000	85100000	+	6410	13426583	8	1.712113	1.498467	-7.811613	0.741876	2
interaction201094	chr14-105200000	chr14	105200000	105300000	+	10219	chr14-102400000	chr14	102400000	102500000	+	12265	2801899	16	5.874113	1.122924	-7.811526	0.741915	2
interaction201128	chr14-91500000	chr14	91500000	91600000	+	8149	chr14-38400000	chr14	38400000	38500000	+	10601	53101952	7	1.301271	1.622638	-7.811086	0.742112	2
interaction201152	chr15-91100000	chr15	91100000	91200000	+	11066	chr15-56000000	chr15	56000000	56100000	+	10883	35115741	9	2.15541	1.433779	-7.810789	0.742245	2
interaction201156	chr14-65400000	chr14	65400000	65500000	+	12794	chr14-56400000	chr14	56400000	56500000	+	9837	8996200	11	3.122188	1.287145	-7.810675	0.742314	2
interaction201158	chr14-31800000	chr14	31800000	31900000	+	10561	chr14-22100000	chr14	22100000	22200000	+	11693	9702915	11	3.12212	1.281597	-7.810658	0.742319	2
interaction201174	chr15-66600000	chr15	66600000	66700000	+	13003	chr15-57500000	chr15	57500000	57600000	+	11665	9078488	12	3.638709	1.228421	-7.810398	0.742455	2
interaction201183	chr15-102400000	chr15	102400000	102500000	+	13540	chr15-94000000	chr15	94000000	94100000	+	12738	8406879	14	4.726124	1.144864	-7.810288	0.742502	2
interaction201211	chr14-84300000	chr14	84300000	84400000	+	7674	chr14-39800000	chr14	39800000	39900000	+	10096	44489653	7	1.30156	1.620377	-7.809883	0.742699	2
interaction201215	chr14-62000000	chr14	62000000	62100000	+	14623	chr14-26400000	chr14	26400000	26500000	+	9970	35592889	10	2.627039	1.365845	-7.809843	0.742714	2
interaction201231	chr15-65600000	chr15	65600000	65700000	+	10165	chr15-27800000	chr15	27800000	27900000	+	12271	37831569	9	2.155832	1.444969	-7.809532	0.742886	2
interaction201237	chr14-70800000	chr14	70800000	70900000	+	7849	chr14-56400000	chr14	56400000	56500000	+	9837	14383519	8	1.712555	1.503466	-7.809441	0.742933	2
interaction201250	chr14-60000000	chr14	60000000	60100000	+	14145	chr14-21100000	chr14	21100000	21200000	+	10713	38881443	10	2.627187	1.372857	-7.809241	0.743033	2
interaction201274	chr15-89100000	chr15	89100000	89200000	+	7690	chr15-58900000	chr15	58900000	59000000	+	8725	30237072	7	1.301773	1.606826	-7.808918	0.743184	2
interaction201295	chr14-32000000	chr14	32000000	32100000	+	8579	chr14-21400000	chr14	21400000	21500000	+	10002	10606024	9	2.156248	1.41659	-7.808537	0.743391	2
interaction201296	chr14-46400000	chr14	46400000	46500000	+	10263	chr14-44900000	chr14	44900000	45000000	+	4981	1508867	13	4.176815	1.341318	-7.808492	0.743419	2
interaction201303	chr14-114300000	chr14	114300000	114400000	+	11705	chr14-112300000	chr14	112300000	112400000	+	9622	1969776	18	7.074626	1.092911	-7.808368	0.743489	2
interaction201306	chr15-71300000	chr15	71300000	71400000	+	8795	chr15-45400000	chr15	45400000	45500000	+	9910	25906590	8	1.712778	1.5169	-7.808356	0.743489	2
interaction201326	chr15-78100000	chr15	78100000	78200000	+	13939	chr15-58800000	chr15	58800000	58900000	+	11010	19306944	11	3.123047	1.295152	-7.808111	0.743591	2
interaction201339	chr14-121400000	chr14	121400000	121500000	+	13562	chr14-37700000	chr14	37700000	37800000	+	15330	83716160	9	2.15616	1.509315	-7.807938	0.743675	2
interaction201354	chr15-84000000	chr15	84000000	84100000	+	9777	chr15-12700000	chr15	12700000	12800000	+	14694	71281853	8	1.712903	1.576073	-7.807685	0.743805	2
interaction201355	chr14-121500000	chr14	121500000	121600000	+	12679	chr14-23500000	chr14	23500000	23600000	+	11456	98014395	7	1.301917	1.730474	-7.807677	0.743807	2
interaction201356	chr14-72700000	chr14	72700000	72800000	+	9637	chr14-25200000	chr14	25200000	25300000	+	8203	47469683	7	1.302027	1.61525	-7.807657	0.743818	2
interaction201360	chr14-34500000	chr14	34500000	34600000	+	11183	chr14-29600000	chr14	29600000	29700000	+	11264	4914392	13	4.175403	1.206901	-7.807589	0.743854	2
interaction201384	chr14-80400000	chr14	80400000	80500000	+	11354	chr14-28800000	chr14	28800000	28900000	+	12790	51601619	9	2.156462	1.444864	-7.80724	0.744025	2
interaction201388	chr14-36100000	chr14	36100000	36200000	+	11348	chr14-28900000	chr14	28900000	29000000	+	15245	7203155	14	4.727824	1.147522	-7.807184	0.744053	2
interaction201402	chr14-70900000	chr14	70900000	71000000	+	8945	chr14-25900000	chr14	25900000	26000000	+	11392	44991584	8	1.713134	1.533793	-7.806972	0.744158	2
interaction201415	chr15-96200000	chr15	96200000	96300000	+	11841	chr15-82200000	chr15	82200000	82300000	+	11695	13977472	11	3.123472	1.288902	-7.806843	0.744206	2
interaction201429	chr14-79900000	chr14	79900000	80000000	+	11796	chr14-76100000	chr14	76100000	76200000	+	7019	3822856	11	3.124182	1.330373	-7.806586	0.744345	2
interaction201453	chr15-66800000	chr15	66800000	66900000	+	11403	chr15-57700000	chr15	57700000	57800000	+	13267	9100842	12	3.640419	1.227962	-7.806361	0.744425	2
interaction201463	chr15-70800000	chr15	70800000	70900000	+	12795	chr15-45300000	chr15	45300000	45400000	+	8705	25511531	9	2.15695	1.434217	-7.80619	0.744514	2
interaction201474	chr14-48700000	chr14	48700000	48800000	+	13460	chr14-21000000	chr14	21000000	21100000	+	7980	27671458	9	2.157088	1.436847	-7.805954	0.744649	2
interaction201475	chr15-85200000	chr15	85200000	85300000	+	12177	chr15-35500000	chr15	35500000	35600000	+	11584	49672742	9	2.156842	1.446068	-7.805953	0.744649	2
interaction201480	chr14-122500000	chr14	122500000	122600000	+	13758	chr14-65200000	chr14	65200000	65300000	+	8666	57305240	8	1.713443	1.542343	-7.805858	0.744699	2
interaction201484	chr14-92600000	chr14	92600000	92700000	+	12131	chr14-38200000	chr14	38200000	38300000	+	12295	54394888	9	2.156853	1.456984	-7.805836	0.7447	2
interaction201487	chr14-119200000	chr14	119200000	119300000	+	13577	chr14-76800000	chr14	76800000	76900000	+	11398	42398764	10	2.62831	1.372477	-7.805824	0.7447	2
interaction201491	chr15-83000000	chr15	83000000	83100000	+	8092	chr15-81500000	chr15	81500000	81600000	+	9152	1498115	16	5.877984	1.202686	-7.805778	0.744718	2
interaction201516	chr15-57000000	chr15	57000000	57100000	+	8206	chr15-11000000	chr15	11000000	11100000	+	12823	46000664	8	1.7136	1.531747	-7.805372	0.744928	2
interaction201526	chr15-75100000	chr15	75100000	75200000	+	9917	chr15-27000000	chr15	27000000	27100000	+	13903	48108067	9	2.157152	1.445249	-7.805232	0.744997	2
interaction201538	chr14-83800000	chr14	83800000	83900000	+	13065	chr14-39600000	chr14	39600000	39700000	+	10094	44198528	9	2.157198	1.445177	-7.805046	0.74509	2
interaction201557	chr14-63100000	chr14	63100000	63200000	+	15363	chr14-59900000	chr14	59900000	60000000	+	12467	3194123	19	7.691572	1.010516	-7.804791	0.745209	2
interaction201581	chr15-77800000	chr15	77800000	77900000	+	7148	chr15-75400000	chr15	75400000	75500000	+	9336	2414719	12	3.641971	1.327721	-7.80432	0.745472	2
interaction201635	chr15-100500000	chr15	100500000	100600000	+	8840	chr15-96100000	chr15	96100000	96200000	+	12735	4399442	13	4.177641	1.212022	-7.803501	0.745882	2
interaction201647	chr14-80100000	chr14	80100000	80200000	+	10102	chr14-72700000	chr14	72700000	72800000	+	9637	7407856	10	2.629298	1.362448	-7.803335	0.745962	2
interaction201653	chr14-70500000	chr14	70500000	70600000	+	8645	chr14-22300000	chr14	22300000	22400000	+	9220	48204787	7	1.302975	1.618917	-7.803289	0.745974	2
interaction201655	chr15-96400000	chr15	96400000	96500000	+	11134	chr15-78200000	chr15	78200000	78300000	+	5277	18188512	7	1.303206	1.598828	-7.803268	0.745982	2
interaction201669	chr15-94700000	chr15	94700000	94800000	+	12114	chr15-74100000	chr15	74100000	74200000	+	8265	20617177	9	2.157917	1.436753	-7.803134	0.746032	2
interaction201674	chr14-96200000	chr14	96200000	96300000	+	16112	chr14-10900000	chr14	10900000	11000000	+	10265	85294475	8	1.714108	1.597911	-7.803022	0.746095	2
interaction201677	chr14-84500000	chr14	84500000	84600000	+	10760	chr14-40200000	chr14	40200000	40300000	+	12252	44308420	9	2.157806	1.446167	-7.802918	0.746162	2
interaction201692	chr14-33300000	chr14	33300000	33400000	+	14873	chr14-22800000	chr14	22800000	22900000	+	10073	10524553	12	3.642143	1.226805	-7.802602	0.746342	2
interaction201694	chr14-11900000	chr14	11900000	12000000	+	10136	chr14-10300000	chr14	10300000	10400000	+	11929	1604162	22	9.596703	1.004388	-7.802572	0.746357	2
interaction201696	chr15-99000000	chr15	99000000	99100000	+	8384	chr15-97700000	chr15	97700000	97800000	+	7399	1279706	16	5.880078	1.227654	-7.802557	0.746363	2
interaction201717	chr15-97300000	chr15	97300000	97400000	+	7165	chr15-82000000	chr15	82000000	82100000	+	10396	15317615	8	1.714492	1.50775	-7.802289	0.746485	2
interaction201723	chr14-75200000	chr14	75200000	75300000	+	12489	chr14-48100000	chr14	48100000	48200000	+	8949	27088550	9	2.158169	1.433977	-7.802112	0.746593	2
interaction201740	chr15-86000000	chr15	86000000	86100000	+	10427	chr15-85300000	chr15	85300000	85400000	+	7973	687039	27	12.923421	1.020729	-7.801856	0.746721	2
interaction201748	chr15-47600000	chr15	47600000	47700000	+	10224	chr15-14300000	chr15	14300000	14400000	+	14214	33316401	10	2.629799	1.356805	-7.801728	0.746788	2
interaction201772	chr14-32600000	chr14	32600000	32700000	+	9821	chr14-21300000	chr14	21300000	21400000	+	13227	11266384	11	3.125718	1.284314	-7.801406	0.746941	2
interaction201792	chr14-96100000	chr14	96100000	96200000	+	12537	chr14-12400000	chr14	12400000	12500000	+	9661	83704677	7	1.303434	1.687911	-7.801049	0.747133	2
interaction201826	chr15-48000000	chr15	48000000	48100000	+	8896	chr15-45300000	chr15	45300000	45400000	+	8705	2701875	12	3.643308	1.309555	-7.800313	0.747556	2
interaction201836	chr14-71000000	chr14	71000000	71100000	+	10776	chr14-32400000	chr14	32400000	32500000	+	9020	38587356	8	1.714915	1.526078	-7.800189	0.747611	2
interaction201862	chr15-46100000	chr15	46100000	46200000	+	8227	chr15-15900000	chr15	15900000	16000000	+	13957	30185979	9	2.158999	1.434678	-7.799586	0.747966	2
interaction201863	chr15-44200000	chr15	44200000	44300000	+	14793	chr15-31300000	chr15	31300000	31400000	+	8198	12900098	10	2.630739	1.344126	-7.799579	0.747968	2
interaction201873	chr15-75700000	chr15	75700000	75800000	+	9572	chr15-36800000	chr15	36800000	36900000	+	13069	38869562	9	2.15894	1.443269	-7.799424	0.74805	2
interaction201877	chr15-64400000	chr15	64400000	64500000	+	10781	chr15-61200000	chr15	61200000	61300000	+	12037	3200523	15	5.299357	1.145418	-7.799395	0.748056	2
interaction201884	chr14-114400000	chr14	114400000	114500000	+	12634	chr14-89100000	chr14	89100000	89200000	+	14790	25283233	12	3.64324	1.242805	-7.799329	0.74808	2
interaction201900	chr14-66300000	chr14	66300000	66400000	+	10439	chr14-33900000	chr14	33900000	34000000	+	11204	32406768	9	2.158969	1.424854	-7.799149	0.748152	2
interaction201906	chr15-97300000	chr15	97300000	97400000	+	7165	chr15-83300000	chr15	83300000	83400000	+	10159	14017249	8	1.715374	1.500645	-7.798941	0.748285	2
interaction201917	chr15-46300000	chr15	46300000	46400000	+	9492	chr15-14600000	chr15	14600000	14700000	+	9640	31710625	8	1.715264	1.507449	-7.798773	0.748371	2
interaction201920	chr14-121200000	chr14	121200000	121300000	+	11408	chr14-115600000	chr14	115600000	115700000	+	12901	5602143	14	4.731954	1.15325	-7.798696	0.748417	2
interaction201925	chr15-87600000	chr15	87600000	87700000	+	7785	chr15-7200000	chr15	7200000	7300000	+	15427	80377351	7	1.304055	1.681135	-7.798593	0.748476	2
interaction201931	chr14-78200000	chr14	78200000	78300000	+	13917	chr14-22600000	chr14	22600000	22700000	+	13396	55606314	10	2.630711	1.387511	-7.798504	0.74852	2
interaction201941	chr14-85400000	chr14	85400000	85500000	+	11115	chr14-38200000	chr14	38200000	38300000	+	12295	47193696	9	2.159171	1.442667	-7.798363	0.748588	2
interaction201944	chr15-89300000	chr15	89300000	89400000	+	7472	chr15-42600000	chr15	42600000	42700000	+	10706	46693857	7	1.304129	1.61325	-7.798329	0.748605	2
interaction201957	chr15-86300000	chr15	86300000	86400000	+	11670	chr15-75400000	chr15	75400000	75500000	+	9336	10923789	10	2.631128	1.345246	-7.798081	0.74874	2
interaction201964	chr14-67700000	chr14	67700000	67800000	+	9399	chr14-66200000	chr14	66200000	66300000	+	8292	1476362	16	5.882219	1.201846	-7.797987	0.748785	2
interaction201966	chr15-99700000	chr15	99700000	99800000	+	12258	chr15-98000000	chr15	98000000	98100000	+	7824	1691353	18	7.081901	1.109158	-7.797933	0.748818	2
interaction201981	chr14-97100000	chr14	97100000	97200000	+	10067	chr14-36900000	chr14	36900000	37000000	+	12479	60215261	8	1.715514	1.537299	-7.797717	0.748924	2
interaction201984	chr14-32000000	chr14	32000000	32100000	+	8579	chr14-20900000	chr14	20900000	21000000	+	12513	11117662	10	2.631346	1.344848	-7.797677	0.748943	2
interaction201996	chr15-52900000	chr15	52900000	53000000	+	12366	chr15-12500000	chr15	12500000	12600000	+	15392	40400107	11	3.126978	1.306958	-7.797507	0.749027	2
interaction201997	chr15-101000000	chr15	101000000	101100000	+	11669	chr15-95500000	chr15	95500000	95600000	+	10897	5493368	13	4.180012	1.199322	-7.797498	0.749028	2
interaction202012	chr14-102000000	chr14	102000000	102100000	+	14849	chr14-31200000	chr14	31200000	31300000	+	12422	70767610	9	2.159441	1.488098	-7.797277	0.749139	2
interaction202027	chr14-75300000	chr14	75300000	75400000	+	11050	chr14-32100000	chr14	32100000	32200000	+	11824	43206779	9	2.159594	1.444493	-7.796983	0.749304	2
interaction202053	chr14-81500000	chr14	81500000	81600000	+	12562	chr14-50600000	chr14	50600000	50700000	+	9280	30899240	9	2.159836	1.429963	-7.796546	0.749534	2
interaction202060	chr15-78600000	chr15	78600000	78700000	+	8405	chr15-76700000	chr15	76700000	76800000	+	12076	1917326	17	6.477037	1.13031	-7.79646	0.749573	2
interaction202070	chr15-83800000	chr15	83800000	83900000	+	9106	chr15-73100000	chr15	73100000	73200000	+	14458	10727469	11	3.127749	1.281851	-7.796299	0.749656	2
interaction202082	chr14-33200000	chr14	33200000	33300000	+	7357	chr14-25200000	chr14	25200000	25300000	+	8203	7999706	8	1.716127	1.512335	-7.796024	0.749818	2
interaction202109	chr15-99000000	chr15	99000000	99100000	+	8384	chr15-97200000	chr15	97200000	97300000	+	11899	1799553	18	7.083003	1.101223	-7.795661	0.74999	2
interaction202113	chr15-101800000	chr15	101800000	101900000	+	9997	chr15-59500000	chr15	59500000	59600000	+	9753	42296943	8	1.716087	1.522621	-7.795601	0.75002	2
interaction202127	chr14-55600000	chr14	55600000	55700000	+	9826	chr14-53200000	chr14	53200000	53300000	+	7875	2399314	13	4.181523	1.27304	-7.795438	0.75009	2
interaction202136	chr15-58700000	chr15	58700000	58800000	+	10944	chr15-8400000	chr15	8400000	8500000	+	13084	50318802	9	2.160114	1.440192	-7.795291	0.750167	2
interaction202145	chr14-79500000	chr14	79500000	79600000	+	9888	chr14-64700000	chr14	64700000	64800000	+	8042	14815639	8	1.716321	1.503698	-7.795087	0.750287	2
